,Resenha,Rating,Resenha Modificada
163,"Simplesmente incrível
Eu já tinha um amor pela saga antes de decidir ler e olha foi a melhor coisa que eu fiz, já tinha visto algumas resenhas dizendo q a leitura era um pouco difícil e muito detalhada... Detalhada de fato é mas a história flui muito bem e até eu que já sabia os fatos não consegui me conter para ler tudo logo.
A história é incrível com personagens melhores ainda, amei todos os fatos que acabei descobrindo que ficaram fora dos filmes (e muitos tem muita ligação com o hobbit então seria legal ler antes) e o modo como os personagens pensam, confesso que tive uma impressão do Frodo bem diferente (passei a gostar muito dele no livro).
Enfim, o livro é fantástico e se tiver oportunidade de ler leiam! Não vai se arrepender, já vou começar o próximo ?",5,simples incr am sag ant decid ler olh melhor cois fiz vist algum resenh diz q leit pouc difícil detalh detalh fat histór flu bem sab fat consegu cont ler tud log histór incr person melhor aind ame tod fat acab descobr fic film muit muit lig hobbit ent legal ler ant mod person pens confess impress frod bem difer pass gost livr enfim livr fant oportun ler lei vai arrepend vou começ próx
164,"Um livro sobre sacrifícios...
Muitas vezes encaramos escolhas árduas que demandam muito de nós mesmos, e que nem sempre é para nosso próprio benefício. Mas mesmo assim, escolhemos seguir adiante pois simplesmente é o melhor a ser feito. E temos que valorizar os que nos entendem e aceitam ir conosco. Amizade.",5,livr sobr sacrifíci muit vez encar escolh árdu demand mesm sempr própri benefíci assim escolh segu adiant poi simples melhor feit valor entend aceit ir conosc amizad
165,"O Livro é excelente, apesar de demorar um pouco para eu realmente entrar na história como um todo, a escrita de Tolkien em Senhor dos Anéis é bem diferente do Hobbit, e mais floreada e rebuscada, mais nada mais complicado, no geral é um livro excelente para quem quer conhecer mais a terra média e gosta dos filmes e do gênero de fantasia.",5,livr excel apes demor pouc real entr histór tod escrit tolkien senh anel bem difer hobbit flore rebusc nad complic geral livr excel qu conhec terr méd gost film gêner fantas
166,"Só a pureza resiste à corrupção.
Junto a Frodo Bolseiro e seus amigos hobbits me juntei a essa lendária aventura, a obra mais imersiva a que tive o prazer de tomar conhecimento.

Uma jornada sobre pureza e sacrifício.",5,pur resist corrupç junt frod bols amig hobbit junt lendár avent obr imers praz tom conhec jorn sobr pur sacrifíci
167,"Fantástico
A história é fantástica. O livro agrega muito mais informação sobre a terra média do que o filme logicamente. Foi uma ótima leitura.",5,fant histór fant livr agreg inform sobr terr méd film logic ótim leit
168,"Gostei muito do livro mesmo sendo longo e muito descritivo. Demorei muito pra terminar e as vezes tinha que voltar e ler novamente pra entender o que estava acontecendo. Como nesse livro só mostra o começo da jornada , fiquei muito curiosa para terminar os outros.",5,gost livr send long descri demor pra termin vez volt ler nov pra entend acontec ness livr mostr começ jorn fiq curi termin outr
169,"Confesso que demorei um pouco para engajar nessa leitura, mas com certeza não me arrependo dela. A escrita de Tolkien é envolvente, o universo é estremamente bem construído, desde sua história até os idiomas dos diversos povos contidos nele. Uma excelente opção de ficção fantasiosa, um clássico.",5,confess demor pouc engaj ness leit cert arrep escrit tolkien envolv univers estrem bem constru desd histór idiom divers pov cont nel excel opç ficçã fantasi cláss
170,"""Tudo o que temos de decidir é o que fazer com o tempo que nós é dado"". Esse é um dos melhores livros que já li na vida, um clássico da literatura fantástica que com certeza inspirou muitos autores, e continua inspirando. É impecável a forma como Tolkien faz com que você se apegue aos personagens, te deixa curioso e intrigado, cria o ambiente e apresenta esse universo. Se você tem algum receio sobre a escrita do Tolkien, te digo que ele usa uma linguagem leve e com alívios cômicos em vários momentos! Mas, esse é um livro que exige sim atenção e paciência do leitor. Tolkien descreve minuciosamente as cenas, as viagens, batalhas, e apresenta uma história complexa, em um universo complexo. O livro tem um ritmo mais lento. Para mim, isso não é um problema, é apenas uma característica do livro, um recurso que consequentemente faz com que o leitor se envolva ainda mais na história. Terminei esse livro e precisei continuar a leitura da série imediatamente, sério, leia Tolkien!

Ah, e só lembrando: recomendo a leitura do Hobbit antes de começar a série, isso vai fazer com que você conheça o universo e se acostume com a narrativa de Tolkien, além de te ajudar a compreender mais facilmente alguns elementos da Sociedade do Anel.",5,tud decid faz temp dad melhor livr li vid cláss literat fant cert inspir muit autor continu inspir impec form tolkien faz apeg person deix curi intrig cri ambi apresent univers algum recei sobr escrit tolkien dig usa lingu lev alívi cômic vári moment livr exig sim atenç paci leit tolkien descrev minucios cen viag batalh apresent histór complex univers complex livr ritm lent mim problem apen caracterís livr recurs consequ faz leit envolv aind histór termin livr precis continu leit séri imediat séri lei tolkien ah lembr recom leit hobbit ant começ séri vai faz conheç univers acostum narr tolkien além ajud compreend facil algum element sociedad anel
171,"Épico
Não é a toa que Tolkien é conhecido como pai do gênero de fantasia, aqui ele criou um mundo singular, totalmente fascinante e cheio de aventuras e mistérios. Nesse primeiro livro da trilogia, acompanhamos Frodo e a Sociedade do Anel a caminho de Mordor afim de destruir o Um anel.",5,épic toa tolkien conhec pai gêner fantas aqu cri mund singul total fascin chei avent mistéri ness prim livr trilog acompanh frod sociedad anel caminh mord afim destru anel
172,o começo. excelente história introdutória. gostaria que o filme tivesse explorado mais o livro I e Tom Bombadil.,5,começ excel histór introdutór gost film explor livr i tom bombadil
173,"A Sociedade do Anel
Em A Sociedade do Anel conhecemos Bilbo Bolseiro, um hobbit morador do Condado que tem um tesouro: o um anel. Esse anel é deixado de herança para Frodo, que juntamente com Sam, parte com uma missão, destruir esse anel que é fonte de um poder maligno.
Na longa jornada de Frodo e Sam, muitos personagens se juntam a eles, formando assim a Sociedade do anel.
A terra média é incrível, as descrições dos lugares são sensacionais, a escrita de Tolkien é um pouco densa e cansativa, mas vale a pena a leitura.

Para mais resenhas: @atravesdasestantes",4,sociedad anel sociedad anel conhec bilb bols hobbit mor cond tesour anel anel deix heranç frod junt sam part miss destru anel font pod malign long jorn frod sam muit person junt form assim sociedad anel terr méd incr descr lug sensac escrit tolkien pouc dens cans val pen leit resenh atravesdasest
174,"Incrível! O livro mais mitológico, afetuoso e mágico (ou seja lá o que os seres não-élficos entendem por ""magia"") de Senhor dos Anéis.",5,incr livr mitológ afet mágic lá ser entend mag senh anel
175,"Como demasiado conhecimento sobre senhor dos anéis, vou apenas dizer que, por minha feliz escolha, comecei a ler a saga da terra média por Silmarillion e depois o hobbit, feliz escolha pois nesta primeira parte há deveras informações e relatos que contém em ambos os livros citados, sendo de forma cronologia pela história e não lançamento dos livros.",5,demasi conhec sobr senh anel vou apen diz feliz escolh comec ler sag terr méd silmarillion hobbit feliz escolh poi nest prim part dev inform relat contém ambos livr cit send form cronolog histór lanç livr
176,"O Senhor Dos anéis a Sociedade do Anel
Bom, eu gostei muito do primeiro livro, foi uma experiência muito legal, eu sempre quiz ler o O Senhor dos Anéis e tive a experiência de ler essa fantástica história de fantasia?",5,senh anel sociedad anel bom gost prim livr experi legal sempr quiz ler senh anel experi ler fant histór fantas
177,"SIMPLESMENTE ÉPICO
Mesmo muitos dizendo que de todos, o primeiro volume é o mais ""chato"" não concordo! Simplesmente me prendeu do começo ao fim, eu devorei o livro e não queria larga-lo NUNCA! Tolkien é um dos homens mais geniais que já passou pela Terra.",5,simples épic muit diz tod prim volum chat concord simples prend começ fim devor livr quer nunc tolkien hom gen pass terr
178,"Os contos que sempre importam
A trilogia O Senhor dos Anéis está enraizada na minha vida há quase duas décadas. Foram os livros escritos por Tolkien que me serviram como amigos numa época em que eu desconhecia o sentido de amizade no colégio, além do apreço em escrever histórias, e foram os filmes realizados por Peter Jackson e sua talentosa equipe que me conduziram a seguir uma jornada de fazer Cinema.
Tendo em mãos a nova é ótima edição da Harper Collins, reler A Sociedade do Anel foi um reencontro muito estimado em que o olhar amadurecido me fez perceber detalhes preciosos da narrativa e o esmero de seu autor na concepção de seus personagens e universo devidamente repassados pela meticulosa tradução. De fato, não rebrilha tudo que é ouro.
Falando rapidamente sobre a ""polêmica"" tradução, é louvável o trabalho de Ronald Kyrmse em traduzir respeitosamente seguindo as direções do autor, ainda que a necessidade de modificar a grafia de alguns termos já estabelecidos por questões fonéticas não se aplica a todos os casos, considerando que alguns personagens continuam com sua forma original em inglês.


site: https://www.instagram.com/p/CDJ3bdoBanH/",5,cont sempr import trilog senh enraiz vid quas dua déc livr escrit tolkien serv amig époc desconhec sent amizad colégi além apreç escrev histór film realiz pet jackson talent equip conduz segu jorn faz cinem tend mão nov ótim ediç harp collim rel sociedad reencontr estim olh amadurec fez perceb detalh precios narr esmer autor concepç person univers devid repass meticul traduç fat rebrilh tud our fal rapid sobr polêm traduç louv trabalh ronald kyrms traduz respeitos segu direç autor aind necess modific graf algum term estabelec quest foné aplic tod cas consider algum person continu form orig ingl sit http
179,"Uma grande aventura
A pegada de alta fantasia está, se comparada com o silmarillion e o hobbit, um tanto diluída. Mas isso não interfere na qualidade geral do livro, q eu gostei bastante. Muita gente não gosta da primeira parte do livro e eu acho fantástica.
Me identifico bastante com os anões... Me emocionei algumas partes. Mas no geral é um livro sobre uma grande aventura que se desenrola com muita descrição de cenário.",5,grand avent peg alt fantas compar silmarillion hobbit tant dilu interf qual geral livr q gost bast muit gent gost prim part livr ach fant identif bast anõ emocion algum part geral livr sobr grand avent desenrol muit descr cen
